"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy uzyskał mandat"
5;1;2;"Stanisław KUBEŁ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel akademicki";"Golanka";"141505";"gm. Kadzidło";"nie należy do partii politycznej";"";8790;"13,44";"1,22";"Nie"
5;1;3;"Władysław Teofil BARTOSZEWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel akademicki";"Warszawa";"146519";"Żoliborz";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";9940;"15,20";"1,38";"Nie"
5;1;4;"Andrzej Tadeusz RYBUS-TOŁŁOCZKO";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"urzędnik";"Warszawa";"146504";"Bielany";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1823;"2,79";"0,25";"Nie"
5;1;5;"Janina Ewa ORZEŁOWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"ekonomista";"Siedlce";"146401";"m. Siedlce";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";9746;"14,90";"1,36";"Nie"
5;1;6;"Agata Wioletta BARTKIEWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"dyrektor szkoły ponadpodstawowej";"Ostrów Mazowiecka";"141601";"m. Ostrów Mazowiecka";"nie należy do partii politycznej";"";3093;"4,73";"0,43";"Nie"
5;1;7;"Leszek Janusz PRZYBYTNIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"ogrodnik";"Uleniec";"140605";"gm. Grójec";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3133;"4,79";"0,44";"Nie"
5;1;8;"Ewa Bogumiła SPRINGER-KAKIET";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"Tartak Brzózki";"143804";"gm. Radziejowice";"nie należy do partii politycznej";"";984;"1,50";"0,14";"Nie"
5;1;9;"Konrad WOJNAROWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"prawnik";"Nosarzewo Borowe";"141308";"gm. Szydłowo";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3715;"5,68";"0,52";"Nie"
5;1;10;"Rafał NADRATOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"ekonomista";"Płock";"146201";"m. Płock";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";2385;"3,65";"0,33";"Nie"
5;2;1;"Rafał Jan FORYŚ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"technik dentystyczny";"Radom";"146301";"m. Radom";"członek partii politycznej: Konfederacja Korony Polskiej";"";45862;"49,34";"6,38";"Nie"
5;2;2;"Marek Marcin TUCHOLSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"politolog";"Płock";"146201";"m. Płock";"członek partii politycznej: Ruch Narodowy";"";12627;"13,58";"1,76";"Nie"
5;2;3;"Jarosław DĄBROWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"nauczyciel";"Jedlnia-Letnisko";"142506";"gm. Jedlnia-Letnisko";"członek partii politycznej: Nowa Nadzieja";"";4266;"4,59";"0,59";"Nie"
5;2;4;"Kamil WILK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"nauczyciel";"Ząbki";"143403";"m. Ząbki";"członek partii politycznej: Polska Jest Jedna";"";10103;"10,87";"1,41";"Nie"
5;2;5;"Elżbieta Agnieszka KOMOSA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"nauczyciel";"Radom";"146301";"m. Radom";"nie należy do partii politycznej";"";3361;"3,62";"0,47";"Nie"
5;2;6;"Katarzyna SZADKOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"księgowa";"Faustynowo";"140203";"gm. Glinojeck";"nie należy do partii politycznej";"";2902;"3,12";"0,40";"Nie"
5;2;7;"Aneta GOZDUR";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"przedsiębiorca";"Radom";"146301";"m. Radom";"nie należy do partii politycznej";"";1415;"1,52";"0,20";"Nie"
5;2;8;"Jacek Michał WOŹNIAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kierownik sprzedaży";"Wola Pieczyska";"140603";"gm. Chynów";"nie należy do partii politycznej";"";1553;"1,67";"0,22";"Nie"
5;2;9;"Jolanta DUDA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"finansistka";"Chełm";"066201";"m. Chełm";"nie należy do partii politycznej";"";1815;"1,95";"0,25";"Nie"
5;2;10;"Łukasz KOMOROWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"rolnik";"Wyględówek";"143309";"gm. Wierzbno";"nie należy do partii politycznej";"";9045;"9,73";"1,26";"Nie"
5;3;1;"Piotr Stanisław BAKUN";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"rolnik";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Bezpartyjni";"";1337;"26,74";"0,19";"Nie"
5;3;2;"Stefan BŁASZCZYK";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"specjalista d/s zarządzania";"Przytyk";"142509";"gm. Przytyk";"nie należy do partii politycznej";"";493;"9,86";"0,07";"Nie"
5;3;3;"Przemysław Hubert WAŚKOWSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"kucharz";"Płock";"146201";"m. Płock";"nie należy do partii politycznej";"";270;"5,40";"0,04";"Nie"
5;3;4;"Marta WŁODARCZYK";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"śpiewaczka";"Józefów";"141701";"m. Józefów";"nie należy do partii politycznej";"";762;"15,24";"0,11";"Nie"
5;3;5;"Piotr Roman STERKOWSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"analityk";"Sulejówek";"141215";"m. Sulejówek";"nie należy do partii politycznej";"";195;"3,90";"0,03";"Nie"
5;3;6;"Julia GUBALSKA";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"dziennikarz";"Warszawa";"146518";"Wola";"nie należy do partii politycznej";"";422;"8,44";"0,06";"Nie"
5;3;7;"Agnieszka WOŹNIAK-BARTYZEL";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"muzealnik";"Warszawa";"146507";"Praga-Południe";"nie należy do partii politycznej";"";243;"4,86";"0,03";"Nie"
5;3;8;"Katarzyna WEREMCZUK";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"prawnik";"Warszawa";"146516";"Wilanów";"nie należy do partii politycznej";"";206;"4,12";"0,03";"Nie"
5;3;9;"Barbara HUSIEW";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"rejestratorka medyczna";"Piastów";"142101";"m. Piastów";"nie należy do partii politycznej";"";106;"2,12";"0,01";"Nie"
5;3;10;"Michał GÓRSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"przedsiębiorca";"Ostrołęka";"146101";"m. Ostrołęka";"nie należy do partii politycznej";"";966;"19,32";"0,13";"Nie"
5;4;1;"Monika Anna ŻÓŁTEK";"KOMITET WYBORCZY POLEXIT";"Kobieta";"menedżer produktu";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";730;"50,45";"0,10";"Nie"
5;4;2;"Sławomir Tomasz STAWARZ";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"trener sportu";"Rzeszów";"186301";"m. Rzeszów";"nie należy do partii politycznej";"";127;"8,78";"0,02";"Nie"
5;4;3;"Zuzanna Małgorzata NADOLSKA";"KOMITET WYBORCZY POLEXIT";"Kobieta";"instruktor nauki jazdy";"Grudziądz";"046201";"m. Grudziądz";"nie należy do partii politycznej";"";82;"5,67";"0,01";"Nie"
5;4;4;"Marek Krzysztof HALKO";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"technik mechanik";"Dąbrówka Starzeńska";"181605";"gm. Dynów";"nie należy do partii politycznej";"";82;"5,67";"0,01";"Nie"
5;4;5;"Paulina Marta ROŚ";"KOMITET WYBORCZY POLEXIT";"Kobieta";"nauczyciel przedszkola";"Jerzmanowice";"120604";"gm. Jerzmanowice-Przeginia";"nie należy do partii politycznej";"";81;"5,60";"0,01";"Nie"
5;4;6;"Edward Józef OCHMAŃSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"rolnik";"Głębowice";"121305";"gm. Osiek";"nie należy do partii politycznej";"";70;"4,84";"0,01";"Nie"
5;4;7;"Ałła SARNICKA";"KOMITET WYBORCZY POLEXIT";"Kobieta";"sprzedawca";"Dynów";"181601";"m. Dynów";"nie należy do partii politycznej";"";43;"2,97";"0,01";"Nie"
5;4;8;"Joanna Jadwiga KASTELIK";"KOMITET WYBORCZY POLEXIT";"Kobieta";"rolnik";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";23;"1,59";"0,00";"Nie"
5;4;9;"Łukasz ZIEMBA";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"inżynier elektronik";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";85;"5,87";"0,01";"Nie"
5;4;10;"Michał Wojciech DŁUGOSZ";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"inżynier mechanik – środki transportu";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";124;"8,57";"0,02";"Nie"
5;5;1;"Andrzej Witold HALICKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"ekonomista";"Wilcza Góra";"141803";"gm. Lesznowola";"członek partii politycznej: Platforma Obywatelska RP";"";129401;"75,65";"18,01";"Tak"
5;5;2;"Leszek Jan RUSZCZYK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"ekonomista";"Radom";"146301";"m. Radom";"członek partii politycznej: Platforma Obywatelska RP";"";11140;"6,51";"1,55";"Nie"
5;5;3;"Marzena CENDROWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"wyższy urzędnik samorządowy";"Pułtusk";"142404";"gm. Pułtusk";"członek partii politycznej: Platforma Obywatelska RP";"";7104;"4,15";"0,99";"Nie"
5;5;4;"Tomasz ARASZKIEWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"nauczyciel";"Siedlce";"146401";"m. Siedlce";"członek partii politycznej: Platforma Obywatelska RP";"";4663;"2,73";"0,65";"Nie"
5;5;5;"Magdalena KIELEWICZ-KACZYŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"nauczycielka";"Laskowiec";"141510";"gm. Rzekuń";"członek partii politycznej: Platforma Obywatelska RP";"";2413;"1,41";"0,34";"Nie"
5;5;6;"Krystyna Jolanta HAUSMAN-MANISTA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"zarządca nieruchomości";"Ciechanów";"140201";"m. Ciechanów";"członek partii politycznej: Platforma Obywatelska RP";"";2008;"1,17";"0,28";"Nie"
5;5;7;"Marcin PODSĘDEK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"przedstawiciel władzy samorządowej";"Sochaczew";"142801";"m. Sochaczew";"członek partii politycznej: Platforma Obywatelska RP";"";1818;"1,06";"0,25";"Nie"
5;5;8;"Monika KŁODAWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"ekonomista";"Mława";"141301";"m. Mława";"nie należy do partii politycznej";"";3531;"2,06";"0,49";"Nie"
5;5;9;"Andrzej BIEŃKOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"adwokat";"Warszawa";"146516";"Wilanów";"nie należy do partii politycznej";"";2804;"1,64";"0,39";"Nie"
5;5;10;"Łukasz JANKOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"menedżer sportu";"Płock";"146201";"m. Płock";"członek partii politycznej: Platforma Obywatelska RP";"";6162;"3,60";"0,86";"Nie"
5;6;1;"Anna Maria ŻUKOWSKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"prawniczka";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Nowa Lewica";"";13712;"58,64";"1,91";"Nie"
5;6;2;"Patryk FAJDEK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"urzędnik państwowy";"Radom";"146301";"m. Radom";"członek partii politycznej: Nowa Lewica";"";3833;"16,39";"0,53";"Nie"
5;6;3;"Maria Magdalena PARZYCHOWSKA-KURPIEWSKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"nauczyciel";"Ostrołęka";"146101";"m. Ostrołęka";"nie należy do partii politycznej";"";1421;"6,08";"0,20";"Nie"
5;6;4;"Marek KIWIT";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"emeryt";"Ciechanów";"140201";"m. Ciechanów";"członek partii politycznej: Nowa Lewica";"";504;"2,16";"0,07";"Nie"
5;6;5;"Ilona IWANIAK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"księgowa";"Brwilno";"141913";"gm. Stara Biała";"członek partii politycznej: Nowa Lewica";"";1008;"4,31";"0,14";"Nie"
5;6;6;"Szymon WYROSTEK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"dziennikarz";"Mława";"141301";"m. Mława";"członek partii politycznej: Nowa Lewica";"";447;"1,91";"0,06";"Nie"
5;6;7;"Robert MACIEJEWSKI";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"handlowiec";"Zglechów";"141213";"gm. Siennica";"członek partii politycznej: Nowa Lewica";"";369;"1,58";"0,05";"Nie"
5;6;8;"Małgorzata LINOWSKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"nauczyciel";"Żyrardów";"143801";"m. Żyrardów";"członek partii politycznej: Nowa Lewica";"";566;"2,42";"0,08";"Nie"
5;6;9;"Maciej DRABIO";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"urzędnik państwowy";"Siedlce";"146401";"m. Siedlce";"członek partii politycznej: Nowa Lewica";"";443;"1,89";"0,06";"Nie"
5;6;10;"Justyna GARBARCZYK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"dyrektor państwowej jednostki budżetowej";"Wyszków";"143505";"gm. Wyszków";"nie należy do partii politycznej";"";1080;"4,62";"0,15";"Nie"
5;7;1;"Adam Jerzy BIELAN";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł do Parlamentu Europejskiego";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Prawo i Sprawiedliwość";"";90690;"25,67";"12,62";"Tak"
5;7;2;"Jacek Olgierd KURSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Warszawa";"146515";"Wesoła";"członek partii politycznej: Prawo i Sprawiedliwość";"";32222;"9,12";"4,49";"Nie"
5;7;3;"Maria Zofia KOC";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"etnograf";"Węgrów";"143301";"m. Węgrów";"członek partii politycznej: Prawo i Sprawiedliwość";"";46147;"13,06";"6,42";"Nie"
5;7;4;"Anna KWIECIEŃ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Radom";"146301";"m. Radom";"nie należy do partii politycznej";"";33916;"9,60";"4,72";"Nie"
5;7;5;"Jacek Dawid OZDOBA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prawnik";"Zgorzała";"141803";"gm. Lesznowola";"członek partii politycznej: Suwerenna Polska";"";54327;"15,38";"7,56";"Tak"
5;7;6;"Radosław Aleksander FOGIEL";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł";"Radom";"146301";"m. Radom";"członek partii politycznej: Prawo i Sprawiedliwość";"";24827;"7,03";"3,46";"Nie"
5;7;7;"Anna Ewa CICHOLSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel";"Regimin";"140208";"gm. Regimin";"członek partii politycznej: Prawo i Sprawiedliwość";"";8606;"2,44";"1,20";"Nie"
5;7;8;"Gabriel JANOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel akademicki";"Stare Faszczyce";"143201";"gm. Błonie";"nie należy do partii politycznej";"";9055;"2,56";"1,26";"Nie"
5;7;9;"Joanna BALA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"politolog";"Niegów";"143506";"gm. Zabrodzie";"członek partii politycznej: Prawo i Sprawiedliwość";"";2865;"0,81";"0,40";"Nie"
5;7;10;"Daniel George MILEWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prawnik";"Mińsk Mazowiecki";"141201";"m. Mińsk Mazowiecki";"członek partii politycznej: Prawo i Sprawiedliwość";"";50592;"14,32";"7,04";"Nie"
5;8;1;"Dariusz Waldemar JAROCKI";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"operator żurawi wieżowych";"Gdańsk";"226101";"m. Gdańsk";"członek partii politycznej: Normalny Kraj";"";520;"32,58";"0,07";"Nie"
5;8;2;"Edyta Anna SIEMIENIAKO";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"kasjer-sprzedawca";"Płock";"146201";"m. Płock";"nie należy do partii politycznej";"";297;"18,61";"0,04";"Nie"
5;8;3;"Marcin Krzysztof WŁODARSKI";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"elektromonter";"Płock";"146201";"m. Płock";"członek partii politycznej: Normalny Kraj";"";206;"12,91";"0,03";"Nie"
5;8;4;"Renata DAWIDOWSKA";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"bibliotekarz";"Ponikiew Mała";"141504";"gm. Goworowo";"nie należy do partii politycznej";"";222;"13,91";"0,03";"Nie"
5;8;5;"Fabian Sebastian GŁOGOWSKI";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"pracownik fizyczny";"Elbląg";"286101";"m. Elbląg";"nie należy do partii politycznej";"";112;"7,02";"0,02";"Nie"
5;8;6;"Zofia ZIENKIEWICZ-ZIMA";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"pracownik administracji";"Dzierzgoń";"221601";"gm. Dzierzgoń";"nie należy do partii politycznej";"";100;"6,27";"0,01";"Nie"
5;8;7;"Przemysław AUGUSTYNOWICZ";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"przedsiębiorca";"Białystok";"206101";"m. Białystok";"członek partii politycznej: Normalny Kraj";"";139;"8,71";"0,02";"Nie"
5;9;1;"Adam Mirosław BODETKO";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"zarządzający przedsiębiorstwem";"Nowy Dwór Mazowiecki";"141401";"m. Nowy Dwór Mazowiecki";"członek partii politycznej: PL!SP";"";283;"38,61";"0,04";"Nie"
5;9;2;"Artur Adam PAKOSZ";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"nauczyciel akademicki";"Warka";"140611";"gm. Warka";"członek partii politycznej: PL!SP";"";121;"16,51";"0,02";"Nie"
5;9;3;"Katarzyna NOWAKOWSKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"zarządzający przedsiębiorstwem";"Warszawa";"146504";"Bielany";"nie należy do partii politycznej";"";193;"26,33";"0,03";"Nie"
5;9;4;"Zdzisław Stanisław PABICH";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"inżynier";"Warszawa";"146502";"Bemowo";"nie należy do partii politycznej";"";45;"6,14";"0,01";"Nie"
5;9;5;"Klaudia BAŃKO";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"zarządzający przedsiębiorstwem";"Wólka Smoszewska";"141406";"gm. Zakroczym";"nie należy do partii politycznej";"";91;"12,41";"0,01";"Nie"
5;10;1;"Romuald Tadeusz STAROSIELEC";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"historyk";"Warszawa";"146518";"Wola";"członek partii politycznej: Ruch Naprawy Polski";"";253;"17,74";"0,04";"Nie"
5;10;2;"Joanna WYPYCH";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Kobieta";"księgowa";"Żyrardów";"143801";"m. Żyrardów";"nie należy do partii politycznej";"";287;"20,13";"0,04";"Nie"
5;10;3;"Jacek Robert WIŃKOWSKI";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"lekarz weterynarii";"Żyrardów";"143801";"m. Żyrardów";"nie należy do partii politycznej";"";85;"5,96";"0,01";"Nie"
5;10;4;"Ewa Alicja NITECKA";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Kobieta";"nauczycielka";"Warszawa";"146511";"Targówek";"nie należy do partii politycznej";"";93;"6,52";"0,01";"Nie"
5;10;5;"Wojciech Marcin LESZCZYŃSKI";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"rolnik";"Szynkarzyzna";"143307";"gm. Sadowne";"nie należy do partii politycznej";"";95;"6,66";"0,01";"Nie"
5;10;6;"Wiesława BIŃKOWSKA-CHUDA";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Kobieta";"nauczyciel muzykologii";"Żyrardów";"143801";"m. Żyrardów";"nie należy do partii politycznej";"";70;"4,91";"0,01";"Nie"
5;10;7;"Jerzy MALIK";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"programista";"Warszawa";"146507";"Praga-Południe";"nie należy do partii politycznej";"";102;"7,15";"0,01";"Nie"
5;10;8;"Wiesława PRUS";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Kobieta";"nauczycielka";"Waleriany";"143803";"gm. Puszcza Mariańska";"nie należy do partii politycznej";"";72;"5,05";"0,01";"Nie"
5;10;9;"Wiktor BUJALSKI";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"stolarz";"Marki";"143402";"m. Marki";"nie należy do partii politycznej";"";52;"3,65";"0,01";"Nie"
5;10;10;"Jarosław Tadeusz KOŚCIUSZKO";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"prawnik";"Podkowa Leśna";"140502";"m. Podkowa Leśna";"nie należy do partii politycznej";"";317;"22,23";"0,04";"Nie"
5;11;1;"Andrzej PONETA";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI";"Mężczyzna";"nauczyciel";"Jedlnia-Letnisko";"142506";"gm. Jedlnia-Letnisko";"nie należy do partii politycznej";"";536;"24,73";"0,07";"Nie"
5;11;2;"Krzysztof Grzegorz LECHOWSKI";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI";"Mężczyzna";"rolnik";"Nieznamierowice";"142307";"gm. Rusinów";"nie należy do partii politycznej";"";566;"26,12";"0,08";"Nie"
5;11;3;"Łukasz GORĄCZYŃSKI";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI";"Mężczyzna";"rolnik";"Nowe Racibory";"141806";"gm. Tarczyn";"nie należy do partii politycznej";"";99;"4,57";"0,01";"Nie"
5;11;4;"Marcin KACZOR";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI";"Mężczyzna";"inż. technik samochodowy";"Gzowice";"142506";"gm. Jedlnia-Letnisko";"nie należy do partii politycznej";"";142;"6,55";"0,02";"Nie"
5;11;5;"Zbigniew ZARECKI";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI";"Mężczyzna";"inżynier mechanik";"Bendorzyn";"142703";"gm. Mochowo";"nie należy do partii politycznej";"";52;"2,40";"0,01";"Nie"
5;11;6;"Monika Joanna MADEJ";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI";"Kobieta";"opiekun osoby niepełnosprawnej";"Zdziechów";"143005";"gm. Szydłowiec";"nie należy do partii politycznej";"";186;"8,58";"0,03";"Nie"
5;11;7;"Barbara Wanda WOJCIECHOWSKA";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI";"Kobieta";"technik budowlany";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";82;"3,78";"0,01";"Nie"
