"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy uzyskał mandat"
11;1;5;"Karina Kinga WOJTUSIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"socjolog";"Sosnowiec";"247501";"m. Sosnowiec";"nie należy do partii politycznej";"";3627;"4,89";"0,27";"Nie"
11;1;6;"Mateusz Józef PINDEL";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"wyższy urzędnik samorządowy";"Jeleśnia";"241704";"gm. Jeleśnia";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3025;"4,08";"0,23";"Nie"
11;1;7;"Łukasz Tomasz OSMALAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier informatyk";"Mikołów";"240802";"m. Mikołów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";2591;"3,50";"0,19";"Nie"
11;1;8;"Ilona Grażyna KANCLERZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"przedsiębiorca";"Katowice";"246901";"m. Katowice";"członek partii politycznej: Śląska Partia Regionalna";"";2130;"2,87";"0,16";"Nie"
11;1;9;"Elżbieta KOWALCZYK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"dyrektor handlowy";"Gliwice";"246601";"m. Gliwice";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";3138;"4,23";"0,24";"Nie"
11;1;10;"Bronisław KARASEK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier transportu";"Gołkowice";"241505";"gm. Godów";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";1798;"2,43";"0,13";"Nie"
11;2;1;"Marcin SYPNIEWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"prawnik";"Katowice";"246901";"m. Katowice";"członek partii politycznej: Konfederacja Wolność i Niepodległość";"";49553;"36,65";"3,72";"Tak"
11;2;2;"Roman Henryk FRITZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Rybnik";"247301";"m. Rybnik";"członek partii politycznej: Konfederacja Korony Polskiej";"";16245;"12,02";"1,22";"Nie"
11;2;3;"Robert Łukasz GRAJNY";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"administrator systemów komputerowych";"Czechowice-Dziedzice";"240204";"gm. Czechowice-Dziedzice";"członek partii politycznej: Ruch Narodowy";"";3570;"2,64";"0,27";"Nie"
11;2;4;"Jacek PECKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Bielsko-Biała";"246101";"m. Bielsko-Biała";"członek partii politycznej: Polska Jest Jedna";"";3864;"2,86";"0,29";"Nie"
11;2;5;"Bożena Krystyna MODZELEWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"doradca polityczny i publiczny";"Ruda Śląska";"247201";"m. Ruda Śląska";"członek partii politycznej: Nowa Nadzieja";"";2859;"2,11";"0,21";"Nie"
11;2;6;"Sebastian Jakub SARRÉ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Zbrosławice";"241309";"gm. Zbrosławice";"członek partii politycznej: Nowa Nadzieja";"";1580;"1,17";"0,12";"Nie"
11;2;7;"Hanna Dorota BOCZEK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"przedsiębiorca";"Świerklany";"241205";"gm. Świerklany";"członek partii politycznej: Nowa Nadzieja";"";4325;"3,20";"0,32";"Nie"
11;2;8;"Natalia Maria MEHLICH";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"ratownik wodny";"Rybnik";"247301";"m. Rybnik";"członek partii politycznej: Konfederacja Korony Polskiej";"";1282;"0,95";"0,10";"Nie"
11;2;9;"Katarzyna RYSZKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"doradca finansowy";"Chorzów";"246301";"m. Chorzów";"członek partii politycznej: Ruch Narodowy";"";2413;"1,78";"0,18";"Nie"
11;2;10;"Dobromir Andrzej SOŚNIERZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"polityk";"Katowice";"246901";"m. Katowice";"członek partii politycznej: Wolnościowcy";"";49504;"36,62";"3,72";"Nie"
11;3;1;"Janusz Ryszard KORWIN-MIKKE";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"publicysta";"Warszawa";"146505";"Mokotów";"członek partii politycznej: KORWiN";"";4343;"46,40";"0,33";"Nie"
11;3;2;"Ewa Magdalena STERNAL";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"bosman żeglugi śródlądowej";"Gliwice";"246601";"m. Gliwice";"nie należy do partii politycznej";"";1247;"13,32";"0,09";"Nie"
11;3;3;"Maciej Krzysztof URBAŃCZYK";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"geolog";"Rybnik";"247301";"m. Rybnik";"nie należy do partii politycznej";"";595;"6,36";"0,04";"Nie"
11;3;4;"Jakub Piotr MIERZEJEWSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"specjalista do spraw stosunków międzynarodowych";"Częstochowa";"246401";"m. Częstochowa";"nie należy do partii politycznej";"";558;"5,96";"0,04";"Nie"
11;3;5;"Justyna ŚLĘCZKA";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"pracownik biurowy";"Jaworzno";"246801";"m. Jaworzno";"nie należy do partii politycznej";"";753;"8,05";"0,06";"Nie"
11;3;6;"Izabela Maria MORCIŃSKA";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"asystentka stomatologiczna";"Łaziska Górne";"240801";"m. Łaziska Górne";"nie należy do partii politycznej";"";282;"3,01";"0,02";"Nie"
11;3;7;"Grażyna Katarzyna BRZĄKALIK";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"asystentka stomatologiczna";"Ornontowice";"240804";"gm. Ornontowice";"nie należy do partii politycznej";"";272;"2,91";"0,02";"Nie"
11;3;8;"Mateusz Mariusz PALIŃSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"filozof";"Ogrodzieniec";"241606";"gm. Ogrodzieniec";"nie należy do partii politycznej";"";192;"2,05";"0,01";"Nie"
11;3;9;"Ewa Paulina WRÓBEL";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"archiwista";"Tychy";"247701";"m. Tychy";"nie należy do partii politycznej";"";742;"7,93";"0,06";"Nie"
11;3;10;"Przemysław Robert WASILEWSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"zarządca nieruchomości";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"członek partii politycznej: Nowa Demokracja-Tak";"";375;"4,01";"0,03";"Nie"
11;4;1;"Tomasz Stanisław SKÓRA";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"dyrektor finansowy";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"członek partii politycznej: Kongres Nowej Prawicy";"";1288;"45,02";"0,10";"Nie"
11;4;2;"Edmund SZWED";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"menedżer marki";"Elbląg";"286101";"m. Elbląg";"nie należy do partii politycznej";"";251;"8,77";"0,02";"Nie"
11;4;3;"Tomasz FORTOŃSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"nauczyciel historii";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"członek partii politycznej: Kongres Nowej Prawicy";"";148;"5,17";"0,01";"Nie"
11;4;4;"Grzegorz Leszek JASZCZURA";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"emeryt";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"nie należy do partii politycznej";"";187;"6,54";"0,01";"Nie"
11;4;5;"Małgorzata Józefa ŁUBINA";"KOMITET WYBORCZY POLEXIT";"Kobieta";"farmaceuta";"Sosnowiec";"247501";"m. Sosnowiec";"nie należy do partii politycznej";"";158;"5,52";"0,01";"Nie"
11;4;6;"Dariusz Jan KMIOTEK";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"inżynier budownictwa";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"nie należy do partii politycznej";"";184;"6,43";"0,01";"Nie"
11;4;7;"Małgorzata WOŹNIAK";"KOMITET WYBORCZY POLEXIT";"Kobieta";"pielęgniarka";"Sosnowiec";"247501";"m. Sosnowiec";"nie należy do partii politycznej";"";238;"8,32";"0,02";"Nie"
11;4;8;"Witold Grzegorz ZABIEGAŁA";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"recepcjonista hotelowy";"Bogatynia";"022503";"gm. Bogatynia";"nie należy do partii politycznej";"";66;"2,31";"0,00";"Nie"
11;4;9;"Emilia MUSIALIK";"KOMITET WYBORCZY POLEXIT";"Kobieta";"pracownik biurowy";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"nie należy do partii politycznej";"";209;"7,31";"0,02";"Nie"
11;4;10;"Iwona Aleksandra WŁODARCZYK-KORZENIEC";"KOMITET WYBORCZY POLEXIT";"Kobieta";"konserwator dzieł sztuki";"Toruń";"046301";"m. Toruń";"nie należy do partii politycznej";"";132;"4,61";"0,01";"Nie"
11;5;1;"Borys Piotr BUDKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"nauczyciel akademicki";"Gliwice";"246601";"m. Gliwice";"członek partii politycznej: Platforma Obywatelska RP";"";334842;"60,68";"25,14";"Tak"
11;5;2;"Mirosława NYKIEL";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"menedżer";"Bielsko-Biała";"246101";"m. Bielsko-Biała";"członek partii politycznej: Platforma Obywatelska RP";"";54937;"9,96";"4,12";"Tak"
11;5;3;"Łukasz Marcin KOHUT";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"poseł do parlamentu europejskiego";"Rybnik";"247301";"m. Rybnik";"nie należy do partii politycznej";"";107626;"19,51";"8,08";"Tak"
11;5;4;"Krystyna Maria SZUMILAS";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"poseł na Sejm RP";"Nieborowice";"240504";"gm. Pilchowice";"członek partii politycznej: Platforma Obywatelska RP";"";15510;"2,81";"1,16";"Nie"
11;5;5;"Wojciech Piotr KRÓL";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"poseł na Sejm RP";"Mysłowice";"247001";"m. Mysłowice";"członek partii politycznej: Platforma Obywatelska RP";"";4409;"0,80";"0,33";"Nie"
11;5;6;"Katarzyna Karolina STACHOWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"menedżer";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"członek partii politycznej: Platforma Obywatelska RP";"";14559;"2,64";"1,09";"Nie"
11;5;7;"Bartłomiej Daniel SABAT";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"dyrektor marketingu";"Częstochowa";"246401";"m. Częstochowa";"członek partii politycznej: Platforma Obywatelska RP";"";5014;"0,91";"0,38";"Nie"
11;5;8;"Grażyna Danuta KULIK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"księgowa";"Piekary Śląskie";"247101";"m. Piekary Śląskie";"członek partii politycznej: Zieloni";"";3969;"0,72";"0,30";"Nie"
11;5;9;"Przemysław Jarosław WITEK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"audytor";"Lubliniec";"240701";"m. Lubliniec";"członek partii politycznej: Platforma Obywatelska RP";"";2841;"0,51";"0,21";"Nie"
11;5;10;"Krzysztof Jan GADOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"mgr inż. transportu";"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"członek partii politycznej: Platforma Obywatelska RP";"";8075;"1,46";"0,61";"Nie"
11;6;1;"Maciej KONIECZNY";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"parlamentarzysta";"Warszawa";"146508";"Praga-Północ";"członek partii politycznej: Lewica Razem";"";24551;"39,82";"1,84";"Nie"
11;6;2;"Wanda Hanna NOWICKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"filolog klasyczny";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Nowa Lewica";"";17087;"27,71";"1,28";"Nie"
11;6;3;"Monika Jolanta SIKORA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"podsekretarz stanu";"Katowice";"246901";"m. Katowice";"członek partii politycznej: Nowa Lewica";"";4646;"7,54";"0,35";"Nie"
11;6;4;"Tomasz Damian NIEDZIELA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"przedstawiciel władzy samorządowej";"Sosnowiec";"247501";"m. Sosnowiec";"członek partii politycznej: Nowa Lewica";"";3085;"5,00";"0,23";"Nie"
11;6;5;"Ewa Janina SUROWIEC";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"animator kultury";"Bytom";"246201";"m. Bytom";"członek partii politycznej: Lewica Razem";"";3578;"5,80";"0,27";"Nie"
11;6;6;"Grzegorz Mieczysław SIKORSKI";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"dyrektor urzędu pracy";"Częstochowa";"246401";"m. Częstochowa";"członek partii politycznej: Nowa Lewica";"";1723;"2,79";"0,13";"Nie"
11;6;7;"Grażyna Bogusława GRAŚ";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"właściciel szkoły nauki języków obcych";"Rybnik";"247301";"m. Rybnik";"członek partii politycznej: Nowa Lewica";"";891;"1,45";"0,07";"Nie"
11;6;8;"Piotr Aleksander URBAŃCZYK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"technik mechanik - eksploatacja maszyn i urządzeń mechanicznych górnictwa podziemnego";"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"członek partii politycznej: Nowa Lewica";"";722;"1,17";"0,05";"Nie"
11;6;9;"Marek Michał NIEDBAŁ";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"manager spółki";"Tychy";"247701";"m. Tychy";"członek partii politycznej: Nowa Lewica";"";851;"1,38";"0,06";"Nie"
11;6;10;"Magdalena MADZIA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"kierownik działu kadr i płac";"Bielsko-Biała";"246101";"m. Bielsko-Biała";"członek partii politycznej: Lewica Razem";"";4519;"7,33";"0,34";"Nie"
11;7;1;"Jadwiga Maria WIŚNIEWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"poseł do Parlamentu Europejskiego";"Koziegłowy";"240902";"gm. Koziegłowy";"członek partii politycznej: Prawo i Sprawiedliwość";"";145218;"29,91";"10,90";"Tak"
11;7;2;"Patryk Tomasz JAKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł do Parlamentu Europejskiego";"Warszawa";"146514";"Wawer";"członek partii politycznej: Suwerenna Polska";"";266246;"54,84";"19,99";"Tak"
11;7;3;"Izabela Helena KLOC";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"poseł do Parlamentu Europejskiego";"Kobiór";"241002";"gm. Kobiór";"członek partii politycznej: Prawo i Sprawiedliwość";"";34669;"7,14";"2,60";"Nie"
11;7;4;"Grzegorz MATUSIAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"energetyk";"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"członek partii politycznej: Prawo i Sprawiedliwość";"";6341;"1,31";"0,48";"Nie"
11;7;5;"Małgorzata Maria MAŃKA-SZULIK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"politolog";"Zabrze";"247801";"m. Zabrze";"nie należy do partii politycznej";"";8066;"1,66";"0,61";"Nie"
11;7;6;"Grzegorz Paweł PUDA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"parlamentarzysta";"Bielsko-Biała";"246101";"m. Bielsko-Biała";"członek partii politycznej: Prawo i Sprawiedliwość";"";9083;"1,87";"0,68";"Nie"
11;7;7;"Ewa Danuta MALIK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"poseł na Sejm RP";"Sosnowiec";"247501";"m. Sosnowiec";"członek partii politycznej: Prawo i Sprawiedliwość";"";3360;"0,69";"0,25";"Nie"
11;7;8;"Andrzej Jerzy KALATA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"senator RP";"Milówka";"241709";"gm. Milówka";"członek partii politycznej: Prawo i Sprawiedliwość";"";3466;"0,71";"0,26";"Nie"
11;7;9;"Dorota Jolanta TOBISZOWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"prawnik";"Ruda Śląska";"247201";"m. Ruda Śląska";"członek partii politycznej: Prawo i Sprawiedliwość";"";3120;"0,64";"0,23";"Nie"
11;7;10;"Jarosław Wiesław WIECZOREK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł na Sejm RP";"Gliwice";"246601";"m. Gliwice";"członek partii politycznej: Prawo i Sprawiedliwość";"";5936;"1,22";"0,45";"Nie"
11;8;1;"Małgorzata Barbara GRZYWA";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"ekonomista";"Stawy Monowskie";"121306";"gm. Oświęcim";"nie należy do partii politycznej";"";2300;"36,81";"0,17";"Nie"
11;8;2;"Adam Ferdynand PUSTELNIK";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"historyk";"Pawłowice";"241004";"gm. Pawłowice";"członek partii politycznej: Ślonzoki Razem";"";1203;"19,25";"0,09";"Nie"
11;8;3;"Beata Agnieszka BARC";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"ekonomista";"Częstochowa";"246401";"m. Częstochowa";"członek partii politycznej: Normalny Kraj";"";471;"7,54";"0,04";"Nie"
11;8;4;"Tomasz Krzysztof JAŚKOWSKI";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"ekonomista";"Jaworzno";"246801";"m. Jaworzno";"nie należy do partii politycznej";"";253;"4,05";"0,02";"Nie"
11;8;5;"Rafał Jakub RESZKE";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"przedsiębiorca";"Tychy";"247701";"m. Tychy";"nie należy do partii politycznej";"";254;"4,07";"0,02";"Nie"
11;8;6;"Katarzyna Małgorzata SZCZYGIEŁ";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"handlowiec";"Bytom";"246201";"m. Bytom";"członek partii politycznej: Normalny Kraj";"";381;"6,10";"0,03";"Nie"
11;8;7;"Zygmunt GRZYWA";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"mechanik";"Stawy Monowskie";"121306";"gm. Oświęcim";"nie należy do partii politycznej";"";182;"2,91";"0,01";"Nie"
11;8;8;"Beata BARAN";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"przedsiębiorca";"Skoczów";"240310";"gm. Skoczów";"członek partii politycznej: Normalny Kraj";"";571;"9,14";"0,04";"Nie"
11;8;9;"Krzysztof Andrzej KAMIŃSKI";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"pedagog resocjalizacji";"Łodygowice";"241708";"gm. Łodygowice";"nie należy do partii politycznej";"";271;"4,34";"0,02";"Nie"
11;8;10;"Katarzyna Lidia MATLAKIEWICZ";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"prawnik";"Łodygowice";"241708";"gm. Łodygowice";"członek partii politycznej: Normalny Kraj";"";362;"5,79";"0,03";"Nie"
11;9;1;"Maciej Piotr MOL";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"przedsiębiorca";"Katowice";"246901";"m. Katowice";"członek partii politycznej: Polska Liberalna Strajk Przedsiębiorców";"";702;"33,72";"0,05";"Nie"
11;9;2;"Szczepan Józef SAKOWSKI";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"przedsiębiorca";"Boguszyce";"240507";"gm. Toszek";"członek partii politycznej: Polska Liberalna Strajk Przedsiębiorców";"";186;"8,93";"0,01";"Nie"
11;9;3;"Grzegorz Dariusz TOPORKIEWICZ";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"przedsiębiorca";"Bytom";"246201";"m. Bytom";"nie należy do partii politycznej";"";138;"6,63";"0,01";"Nie"
11;9;4;"Elżbieta Teresa ŻOŁNOWSKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"ekonomista";"Poręba";"241601";"m. Poręba";"nie należy do partii politycznej";"";176;"8,45";"0,01";"Nie"
11;9;5;"Bożena Iwona CZECHOWSKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"przedsiębiorca";"Mysłowice";"247001";"m. Mysłowice";"nie należy do partii politycznej";"";117;"5,62";"0,01";"Nie"
11;9;6;"Krzysztof Henryk MAREK";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"przedsiębiorca";"Chorzów";"246301";"m. Chorzów";"nie należy do partii politycznej";"";101;"4,85";"0,01";"Nie"
11;9;7;"Beata Joanna WIDAWSKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"przedsiębiorca";"Sosnowiec";"247501";"m. Sosnowiec";"nie należy do partii politycznej";"";106;"5,09";"0,01";"Nie"
11;9;8;"Kamil Szymon BIERZA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"przedsiębiorca";"Rybnik";"247301";"m. Rybnik";"nie należy do partii politycznej";"";50;"2,40";"0,00";"Nie"
11;9;9;"Barbara Ewelina ZAJĄC";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"przedsiębiorca";"Rybnik";"247301";"m. Rybnik";"nie należy do partii politycznej";"";144;"6,92";"0,01";"Nie"
11;9;10;"Adriana WIŚNIEWSKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"przedsiębiorca";"Bytom";"246201";"m. Bytom";"nie należy do partii politycznej";"";362;"17,39";"0,03";"Nie"
11;10;1;"Marek Krzysztof JANIK";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"politolog";"Pyrzowice";"241306";"gm. Ożarowice";"nie należy do partii politycznej";"";1079;"32,59";"0,08";"Nie"
11;10;2;"Agnieszka Ewa BRODZIŃSKA";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Kobieta";"ekonomista";"Sokole Pole";"240403";"gm. Janów";"nie należy do partii politycznej";"";599;"18,09";"0,04";"Nie"
11;10;3;"Krzysztof SARECKI";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"monter";"Zawiercie";"241602";"m. Zawiercie";"członek partii politycznej: Samoobrona";"";260;"7,85";"0,02";"Nie"
11;10;4;"Anita Izabela BŁACHUT";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Kobieta";"prawnik";"Wilkowice";"240210";"gm. Wilkowice";"nie należy do partii politycznej";"";383;"11,57";"0,03";"Nie"
11;10;5;"Michał GAJ-MAJKOWSKI";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"student";"Zabrze";"247801";"m. Zabrze";"nie należy do partii politycznej";"";160;"4,83";"0,01";"Nie"
11;10;6;"Krystyna KLEKOT";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Kobieta";"handlowiec";"Częstochowa";"246401";"m. Częstochowa";"nie należy do partii politycznej";"";320;"9,66";"0,02";"Nie"
11;10;7;"Paweł HELIS";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"Mężczyzna";"inżynier";"Rybnik";"247301";"m. Rybnik";"nie należy do partii politycznej";"";510;"15,40";"0,04";"Nie"
12;1;1;"Róża Maria GRÄFIN VON THUN UND HOHENSTEIN";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"anglistka";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";14202;"25,32";"1,24";"Nie"
12;1;2;"Paweł Jarosław GANCARZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"wyższy urzędnik państwowy";"Stoszowice";"022404";"gm. Stoszowice";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";9583;"17,09";"0,84";"Nie"
